session_id,session_type,speaker,input_text,emotion,conflict_type,response_type,privacy_level,ai_response,input_output
BM02941,couple,both,We predict the script before it starts and nothing changes.,frustration,recurring conflict,de-escalation,shared,Validate the emotion under the complaint before problem-solving.,Input: We predict the script before it starts and nothing changes. || Output: Validate the emotion under the complaint before problem-solving.
BM02942,couple,both,We predict the script before it starts and nothing changes. We need a new approach.,frustration,recurring conflict,de-escalation,shared,Avoid mind-reading; ask clarifying questions instead.,Input: We predict the script before it starts and nothing changes. We need a new approach. || Output: Avoid mind-reading; ask clarifying questions instead.
BM02943,couple,both,We predict the script before it starts and nothing changes. It feels hopeless sometimes.,frustration,recurring conflict,de-escalation,shared,Use a shared doc for recurring themes to reduce surprise attacks.,Input: We predict the script before it starts and nothing changes. It feels hopeless sometimes. || Output: Use a shared doc for recurring themes to reduce surprise attacks.
BM02944,couple,both,We predict the script before it starts and nothing changes. We want tools.,frustration,recurring conflict,de-escalation,shared,Celebrate small wins when you interrupt the old loop.,Input: We predict the script before it starts and nothing changes. We want tools. || Output: Celebrate small wins when you interrupt the old loop.
BM02945,couple,both,We predict the script before it starts and nothing changes. Can we interrupt this pattern?,frustration,recurring conflict,de-escalation,shared,Consider a therapist if safety or contempt shows up often.,Input: We predict the script before it starts and nothing changes. Can we interrupt this pattern? || Output: Consider a therapist if safety or contempt shows up often.
BM02946,couple,both,We predict the script before it starts and nothing changes. Neither of us likes this.,frustration,recurring conflict,de-escalation,shared,Slow the discussion and let each person speak fully before responding.,Input: We predict the script before it starts and nothing changes. Neither of us likes this. || Output: Slow the discussion and let each person speak fully before responding.
BM02947,couple,both,We predict the script before it starts and nothing changes. We're stuck in a loop.,frustration,recurring conflict,de-escalation,shared,This seems repeated. Focus on one issue and avoid past topics for now.,Input: We predict the script before it starts and nothing changes. We're stuck in a loop. || Output: This seems repeated. Focus on one issue and avoid past topics for now.
BM02948,couple,both,We predict the script before it starts and nothing changes. Small things become huge.,frustration,recurring conflict,de-escalation,shared,Name the cycle together. Agree on a pause word when volume rises.,Input: We predict the script before it starts and nothing changes. Small things become huge. || Output: Name the cycle together. Agree on a pause word when volume rises.
BM02949,couple,both,We predict the script before it starts and nothing changes. Old wounds keep returning.,frustration,recurring conflict,de-escalation,shared,"Take turns: two minutes each, then summarize what you heard.","Input: We predict the script before it starts and nothing changes. Old wounds keep returning. || Output: Take turns: two minutes each, then summarize what you heard."
BM02950,couple,both,We predict the script before it starts and nothing changes. We need a reset.,frustration,recurring conflict,de-escalation,shared,Table side topics; bookmark them for Saturday morning.,Input: We predict the script before it starts and nothing changes. We need a reset. || Output: Table side topics; bookmark them for Saturday morning.
BM02951,couple,both,We predict the script before it starts though we both want peace.,frustration,recurring conflict,de-escalation,shared,Ask what each person needs before debating facts.,Input: We predict the script before it starts though we both want peace. || Output: Ask what each person needs before debating facts.
BM02952,couple,both,We predict the script before it starts though we both want peace. We need a new approach.,frustration,recurring conflict,de-escalation,shared,"Lower the temperature: lower voice, slower pace, seated posture.","Input: We predict the script before it starts though we both want peace. We need a new approach. || Output: Lower the temperature: lower voice, slower pace, seated posture."
BM02953,couple,both,We predict the script before it starts though we both want peace. It feels hopeless sometimes.,frustration,recurring conflict,de-escalation,shared,Pick one solvable slice instead of the whole history.,Input: We predict the script before it starts though we both want peace. It feels hopeless sometimes. || Output: Pick one solvable slice instead of the whole history.
