session_id,session_type,speaker,input_text,emotion,conflict_type,response_type,privacy_level,ai_response,input_output
BM00328,couple,both,One of us dominates the conversation.,frustration,communication imbalance,pattern reflection,shared,Use turn-taking to make the conversation fair.,Input: One of us dominates the conversation. || Output: Use turn-taking to make the conversation fair.
BM00329,personal,wife,Arguments make me anxious.,anxiety,anger escalation,calming strategy,personal,Ask for a break if the tone escalates.,Input: Arguments make me anxious. || Output: Ask for a break if the tone escalates.
BM00330,couple,both,We will listen without interrupting.,calm,argument control,action plan,shared,"Use a small, clear plan and follow it consistently.","Input: We will listen without interrupting. || Output: Use a small, clear plan and follow it consistently."
BM00331,personal,husband,I feel she does not listen when I try to explain.,sadness,communication gap,empathy,personal,It sounds like you feel unheard. Try expressing your needs calmly and clearly.,Input: I feel she does not listen when I try to explain. || Output: It sounds like you feel unheard. Try expressing your needs calmly and clearly.
BM00332,personal,wife,He gets defensive and I stop sharing.,frustration,defensive behavior,reflection,personal,This pattern suggests tension. Try choosing a calmer time to talk.,Input: He gets defensive and I stop sharing. || Output: This pattern suggests tension. Try choosing a calmer time to talk.
BM00333,couple,both,We keep arguing about the same issue.,frustration,recurring conflict,de-escalation,shared,Slow the discussion and let each person speak fully before responding.,Input: We keep arguing about the same issue. || Output: Slow the discussion and let each person speak fully before responding.
BM00334,personal,husband,Work stress made me speak harshly.,guilt,stress spillover,accountability coaching,personal,Recognize your part and plan how to manage stress before conversations.,Input: Work stress made me speak harshly. || Output: Recognize your part and plan how to manage stress before conversations.
BM00335,personal,wife,I feel excluded from important decisions.,hurt,trust issue,validation,personal,Feeling excluded is valid. Explain why shared decisions matter to you.,Input: I feel excluded from important decisions. || Output: Feeling excluded is valid. Explain why shared decisions matter to you.
BM00336,couple,both,We want to communicate better.,hope,none,positive reinforcement,shared,Great goal. Practice active listening and end with one action step.,Input: We want to communicate better. || Output: Great goal. Practice active listening and end with one action step.
BM00337,personal,husband,I miss how we used to talk calmly.,nostalgia,relationship distance,bonding suggestion,personal,Plan a calm activity together to rebuild connection.,Input: I miss how we used to talk calmly. || Output: Plan a calm activity together to rebuild connection.
BM00338,couple,both,One of us dominates the conversation.,frustration,communication imbalance,pattern reflection,shared,Balance speaking time and reflect what you heard before replying.,Input: One of us dominates the conversation. || Output: Balance speaking time and reflect what you heard before replying.
BM00339,personal,wife,Arguments make me anxious.,anxiety,anger escalation,calming strategy,personal,Take a short pause and use slow breathing before continuing.,Input: Arguments make me anxious. || Output: Take a short pause and use slow breathing before continuing.
BM00340,couple,both,We will listen without interrupting.,calm,argument control,action plan,shared,"Use a small, clear plan and follow it consistently.","Input: We will listen without interrupting. || Output: Use a small, clear plan and follow it consistently."
BM00341,personal,husband,I feel she does not listen when I try to explain.,sadness,communication gap,empathy,personal,Feeling ignored can hurt. Ask for a calm moment and state one specific need.,Input: I feel she does not listen when I try to explain. || Output: Feeling ignored can hurt. Ask for a calm moment and state one specific need.
BM00342,personal,wife,He gets defensive and I stop sharing.,frustration,defensive behavior,reflection,personal,You are noticing a pattern that blocks sharing. Pause and reset the tone before continuing.,Input: He gets defensive and I stop sharing. || Output: You are noticing a pattern that blocks sharing. Pause and reset the tone before continuing.
BM00343,couple,both,We keep arguing about the same issue.,frustration,recurring conflict,de-escalation,shared,This seems repeated. Focus on one issue and avoid past topics for now.,Input: We keep arguing about the same issue. || Output: This seems repeated. Focus on one issue and avoid past topics for now.
BM00344,personal,husband,Work stress made me speak harshly.,guilt,stress spillover,accountability coaching,personal,Recognize your part and plan how to manage stress before conversations.,Input: Work stress made me speak harshly. || Output: Recognize your part and plan how to manage stress before conversations.
BM00345,personal,wife,I feel excluded from important decisions.,hurt,trust issue,validation,personal,Feeling excluded is valid. Explain why shared decisions matter to you.,Input: I feel excluded from important decisions. || Output: Feeling excluded is valid. Explain why shared decisions matter to you.
BM00346,couple,both,We want to communicate better.,hope,none,positive reinforcement,shared,Build on this by checking in regularly and keeping respect.,Input: We want to communicate better. || Output: Build on this by checking in regularly and keeping respect.
BM00347,personal,husband,I miss how we used to talk calmly.,nostalgia,relationship distance,bonding suggestion,personal,Share a positive memory to reopen safe communication.,Input: I miss how we used to talk calmly. || Output: Share a positive memory to reopen safe communication.
BM00348,couple,both,One of us dominates the conversation.,frustration,communication imbalance,pattern reflection,shared,Use turn-taking to make the conversation fair.,Input: One of us dominates the conversation. || Output: Use turn-taking to make the conversation fair.
